ensembl_gene_id,gene_biotype
ENSMUSG00000022487,protein_coding
ENSMUSG00000022489,protein_coding
ENSMUSG00000022490,protein_coding
ENSMUSG00000022498,protein_coding
ENSMUSG00000022500,protein_coding
ENSMUSG00000022503,protein_coding
ENSMUSG00000022505,protein_coding
ENSMUSG00000022507,protein_coding
ENSMUSG00000022514,protein_coding
ENSMUSG00000022515,protein_coding
ENSMUSG00000022516,protein_coding
ENSMUSG00000022517,protein_coding
ENSMUSG00000022519,protein_coding
ENSMUSG00000022521,protein_coding
ENSMUSG00000022526,protein_coding
ENSMUSG00000022528,protein_coding
ENSMUSG00000022529,protein_coding
ENSMUSG00000022533,protein_coding
ENSMUSG00000022536,protein_coding
ENSMUSG00000022537,protein_coding
ENSMUSG00000022538,protein_coding
ENSMUSG00000022540,protein_coding
ENSMUSG00000022544,protein_coding
ENSMUSG00000022545,protein_coding
ENSMUSG00000022546,protein_coding
ENSMUSG00000022548,protein_coding
ENSMUSG00000022550,protein_coding
ENSMUSG00000022551,protein_coding
ENSMUSG00000022552,protein_coding
ENSMUSG00000022553,protein_coding
ENSMUSG00000022554,protein_coding
ENSMUSG00000022555,protein_coding
ENSMUSG00000022556,protein_coding
ENSMUSG00000022557,protein_coding
ENSMUSG00000022558,protein_coding
ENSMUSG00000022559,protein_coding
ENSMUSG00000022560,protein_coding
ENSMUSG00000022561,protein_coding
ENSMUSG00000022562,protein_coding
ENSMUSG00000022564,protein_coding
ENSMUSG00000022565,protein_coding
ENSMUSG00000022568,protein_coding
ENSMUSG00000022570,protein_coding
ENSMUSG00000022571,protein_coding
ENSMUSG00000022574,protein_coding
ENSMUSG00000022575,protein_coding
ENSMUSG00000022580,protein_coding
ENSMUSG00000022587,protein_coding
ENSMUSG00000022601,protein_coding
ENSMUSG00000022602,protein_coding
ENSMUSG00000022604,protein_coding
ENSMUSG00000022607,protein_coding
ENSMUSG00000022610,protein_coding
ENSMUSG00000022614,protein_coding
ENSMUSG00000022617,protein_coding
ENSMUSG00000022619,protein_coding
ENSMUSG00000022620,protein_coding
ENSMUSG00000022621,protein_coding
ENSMUSG00000022623,protein_coding
ENSMUSG00000022629,protein_coding
ENSMUSG00000022634,protein_coding
ENSMUSG00000022635,protein_coding
ENSMUSG00000022637,protein_coding
ENSMUSG00000022639,lincRNA
ENSMUSG00000022641,protein_coding
ENSMUSG00000022652,protein_coding
ENSMUSG00000022656,protein_coding
ENSMUSG00000022658,protein_coding
ENSMUSG00000022663,protein_coding
ENSMUSG00000022664,protein_coding
ENSMUSG00000022668,protein_coding
ENSMUSG00000022671,protein_coding
ENSMUSG00000022672,protein_coding
ENSMUSG00000022673,protein_coding
ENSMUSG00000022674,protein_coding
ENSMUSG00000022677,protein_coding
ENSMUSG00000022678,protein_coding
ENSMUSG00000022679,protein_coding
ENSMUSG00000022680,protein_coding
ENSMUSG00000022681,protein_coding
ENSMUSG00000022682,protein_coding
ENSMUSG00000022683,protein_coding
ENSMUSG00000022684,protein_coding
ENSMUSG00000022685,protein_coding
ENSMUSG00000022686,protein_coding
ENSMUSG00000022687,protein_coding
ENSMUSG00000022698,protein_coding
ENSMUSG00000022701,protein_coding
ENSMUSG00000022702,protein_coding
ENSMUSG00000022704,protein_coding
ENSMUSG00000022706,protein_coding
ENSMUSG00000022707,protein_coding
ENSMUSG00000022710,protein_coding
ENSMUSG00000022711,protein_coding
ENSMUSG00000022718,protein_coding
ENSMUSG00000022721,protein_coding
ENSMUSG00000022722,protein_coding
ENSMUSG00000022723,protein_coding
ENSMUSG00000022724,protein_coding
ENSMUSG00000022742,protein_coding
ENSMUSG00000022744,protein_coding
ENSMUSG00000022747,protein_coding
ENSMUSG00000022748,protein_coding
ENSMUSG00000022749,protein_coding
ENSMUSG00000022750,protein_coding
ENSMUSG00000022751,protein_coding
ENSMUSG00000022752,protein_coding
ENSMUSG00000022754,protein_coding
ENSMUSG00000022756,protein_coding
ENSMUSG00000022757,protein_coding
ENSMUSG00000022760,protein_coding
ENSMUSG00000022761,protein_coding
ENSMUSG00000022763,protein_coding
ENSMUSG00000022765,protein_coding
ENSMUSG00000022769,protein_coding
ENSMUSG00000022770,protein_coding
ENSMUSG00000022771,protein_coding
ENSMUSG00000022772,protein_coding
ENSMUSG00000022773,protein_coding
ENSMUSG00000022774,protein_coding
ENSMUSG00000022779,protein_coding
ENSMUSG00000022781,protein_coding
ENSMUSG00000022783,protein_coding
ENSMUSG00000022787,protein_coding
ENSMUSG00000022788,protein_coding
ENSMUSG00000022789,protein_coding
ENSMUSG00000022791,protein_coding
ENSMUSG00000022792,protein_coding
ENSMUSG00000022793,protein_coding
ENSMUSG00000022797,protein_coding
ENSMUSG00000022800,protein_coding
ENSMUSG00000022801,protein_coding
ENSMUSG00000022802,protein_coding
ENSMUSG00000022805,protein_coding
ENSMUSG00000022807,protein_coding
ENSMUSG00000022808,protein_coding
ENSMUSG00000022811,protein_coding
ENSMUSG00000022812,protein_coding
ENSMUSG00000022814,protein_coding
ENSMUSG00000022816,protein_coding
ENSMUSG00000022817,protein_coding
ENSMUSG00000022820,protein_coding
ENSMUSG00000022822,protein_coding
ENSMUSG00000022827,protein_coding
ENSMUSG00000022828,protein_coding
ENSMUSG00000022833,protein_coding
ENSMUSG00000022837,protein_coding
ENSMUSG00000022838,protein_coding
ENSMUSG00000022841,protein_coding
ENSMUSG00000022842,protein_coding
ENSMUSG00000022843,protein_coding
ENSMUSG00000022844,protein_coding
ENSMUSG00000022847,protein_coding
ENSMUSG00000022848,protein_coding
ENSMUSG00000022849,protein_coding
ENSMUSG00000022853,protein_coding
ENSMUSG00000022855,protein_coding
ENSMUSG00000022856,protein_coding
ENSMUSG00000022858,protein_coding
ENSMUSG00000022864,protein_coding
ENSMUSG00000022865,protein_coding
ENSMUSG00000022867,protein_coding
ENSMUSG00000022868,protein_coding
ENSMUSG00000022871,protein_coding
ENSMUSG00000022881,protein_coding
ENSMUSG00000022883,protein_coding
ENSMUSG00000022884,protein_coding
ENSMUSG00000022885,protein_coding
ENSMUSG00000022889,protein_coding
ENSMUSG00000022890,protein_coding
ENSMUSG00000022892,protein_coding
ENSMUSG00000022895,protein_coding
ENSMUSG00000022897,protein_coding
ENSMUSG00000022898,protein_coding
ENSMUSG00000022900,protein_coding
ENSMUSG00000022905,protein_coding
ENSMUSG00000022906,protein_coding
ENSMUSG00000022911,protein_coding
ENSMUSG00000022912,protein_coding
ENSMUSG00000022913,protein_coding
ENSMUSG00000022914,protein_coding
ENSMUSG00000022940,protein_coding
ENSMUSG00000022941,protein_coding
ENSMUSG00000022945,protein_coding
ENSMUSG00000022946,protein_coding
ENSMUSG00000022947,protein_coding
ENSMUSG00000022948,protein_coding
ENSMUSG00000022951,protein_coding
ENSMUSG00000022956,protein_coding
ENSMUSG00000022957,protein_coding
ENSMUSG00000022960,protein_coding
ENSMUSG00000022961,protein_coding
ENSMUSG00000022962,protein_coding
ENSMUSG00000022964,protein_coding
ENSMUSG00000022965,protein_coding
ENSMUSG00000022967,protein_coding
ENSMUSG00000022969,protein_coding
ENSMUSG00000022971,protein_coding
ENSMUSG00000022972,protein_coding
ENSMUSG00000022973,protein_coding
ENSMUSG00000022974,protein_coding
ENSMUSG00000022978,protein_coding
ENSMUSG00000022982,protein_coding
ENSMUSG00000022983,protein_coding
ENSMUSG00000022992,protein_coding
ENSMUSG00000022994,protein_coding
ENSMUSG00000022995,protein_coding
ENSMUSG00000022999,protein_coding
ENSMUSG00000023004,protein_coding
ENSMUSG00000023007,protein_coding
ENSMUSG00000023008,protein_coding
ENSMUSG00000023009,protein_coding
ENSMUSG00000023010,protein_coding
ENSMUSG00000023015,protein_coding
ENSMUSG00000023017,protein_coding
ENSMUSG00000023018,protein_coding
ENSMUSG00000023020,protein_coding
ENSMUSG00000023021,protein_coding
ENSMUSG00000023022,protein_coding
ENSMUSG00000023025,protein_coding
ENSMUSG00000023026,protein_coding
ENSMUSG00000023027,protein_coding
ENSMUSG00000023030,protein_coding
ENSMUSG00000023031,protein_coding
ENSMUSG00000023032,protein_coding
ENSMUSG00000023033,protein_coding
ENSMUSG00000023034,protein_coding
ENSMUSG00000023036,protein_coding
ENSMUSG00000023039,protein_coding
ENSMUSG00000023043,protein_coding
ENSMUSG00000023044,protein_coding
ENSMUSG00000023045,protein_coding
ENSMUSG00000023047,protein_coding
ENSMUSG00000023048,protein_coding
ENSMUSG00000023050,protein_coding
ENSMUSG00000023051,protein_coding
ENSMUSG00000023055,protein_coding
ENSMUSG00000023064,protein_coding
ENSMUSG00000023066,protein_coding
ENSMUSG00000023067,protein_coding
ENSMUSG00000023068,protein_coding
ENSMUSG00000023072,protein_coding
ENSMUSG00000023074,protein_coding
ENSMUSG00000023075,protein_coding
ENSMUSG00000023079,protein_coding
ENSMUSG00000023087,protein_coding
ENSMUSG00000023088,protein_coding
ENSMUSG00000023089,protein_coding
ENSMUSG00000023092,protein_coding
ENSMUSG00000023094,protein_coding
ENSMUSG00000023104,protein_coding
ENSMUSG00000023106,protein_coding
ENSMUSG00000023110,protein_coding
ENSMUSG00000023118,protein_coding
ENSMUSG00000023143,protein_coding
ENSMUSG00000023147,protein_coding
ENSMUSG00000023150,protein_coding
ENSMUSG00000023156,protein_coding
ENSMUSG00000023169,protein_coding
ENSMUSG00000023170,protein_coding
ENSMUSG00000023175,protein_coding
ENSMUSG00000023186,protein_coding
ENSMUSG00000023191,protein_coding
ENSMUSG00000023224,protein_coding
ENSMUSG00000023232,protein_coding
ENSMUSG00000023235,protein_coding
ENSMUSG00000023243,protein_coding
ENSMUSG00000023249,protein_coding
ENSMUSG00000023259,protein_coding
ENSMUSG00000023262,protein_coding
ENSMUSG00000023266,protein_coding
ENSMUSG00000023272,protein_coding
ENSMUSG00000023277,protein_coding
ENSMUSG00000023284,protein_coding
ENSMUSG00000023286,protein_coding
ENSMUSG00000023307,protein_coding
ENSMUSG00000023330,protein_coding
ENSMUSG00000023345,protein_coding
ENSMUSG00000023348,protein_coding
ENSMUSG00000023353,protein_coding
ENSMUSG00000023393,protein_coding
ENSMUSG00000023403,protein_coding
ENSMUSG00000023411,protein_coding
ENSMUSG00000023443,protein_coding
ENSMUSG00000023452,protein_coding
ENSMUSG00000023456,protein_coding
ENSMUSG00000023460,protein_coding
ENSMUSG00000023473,protein_coding
ENSMUSG00000023484,protein_coding
ENSMUSG00000023495,protein_coding
ENSMUSG00000023505,protein_coding
ENSMUSG00000023571,protein_coding
ENSMUSG00000023572,protein_coding
ENSMUSG00000023707,protein_coding
ENSMUSG00000023723,protein_coding
ENSMUSG00000023755,protein_coding
ENSMUSG00000023764,protein_coding
ENSMUSG00000023791,protein_coding
ENSMUSG00000023795,transcribed_unprocessed_pseudogene
ENSMUSG00000023805,protein_coding
ENSMUSG00000023806,protein_coding
ENSMUSG00000023809,protein_coding
ENSMUSG00000023826,protein_coding
ENSMUSG00000023827,protein_coding
ENSMUSG00000023830,protein_coding
ENSMUSG00000023832,protein_coding
ENSMUSG00000023845,protein_coding
ENSMUSG00000023852,protein_coding
ENSMUSG00000023861,protein_coding
ENSMUSG00000023868,protein_coding
ENSMUSG00000023882,protein_coding
ENSMUSG00000023883,protein_coding
ENSMUSG00000023892,protein_coding
ENSMUSG00000023902,protein_coding
ENSMUSG00000023904,protein_coding
ENSMUSG00000023905,protein_coding
ENSMUSG00000023906,protein_coding
ENSMUSG00000023908,protein_coding
ENSMUSG00000023909,protein_coding
ENSMUSG00000023911,protein_coding
ENSMUSG00000023912,protein_coding
ENSMUSG00000023913,protein_coding
ENSMUSG00000023915,protein_coding
ENSMUSG00000023919,protein_coding
ENSMUSG00000023921,protein_coding
ENSMUSG00000023923,protein_coding
ENSMUSG00000023927,protein_coding
ENSMUSG00000023931,protein_coding
ENSMUSG00000023932,protein_coding
ENSMUSG00000023935,protein_coding
ENSMUSG00000023938,protein_coding
ENSMUSG00000023939,protein_coding
ENSMUSG00000023940,protein_coding
ENSMUSG00000023942,protein_coding
ENSMUSG00000023944,protein_coding
ENSMUSG00000023947,protein_coding
ENSMUSG00000023951,protein_coding
ENSMUSG00000023952,protein_coding
ENSMUSG00000023953,protein_coding
ENSMUSG00000023960,protein_coding
ENSMUSG00000023961,protein_coding
ENSMUSG00000023963,protein_coding
ENSMUSG00000023965,protein_coding
ENSMUSG00000023967,protein_coding
ENSMUSG00000023971,protein_coding
ENSMUSG00000023972,protein_coding
ENSMUSG00000023973,protein_coding
ENSMUSG00000023977,protein_coding
ENSMUSG00000023979,protein_coding
ENSMUSG00000023980,protein_coding
ENSMUSG00000023984,protein_coding
ENSMUSG00000023987,protein_coding
ENSMUSG00000023988,protein_coding
ENSMUSG00000023990,protein_coding
ENSMUSG00000023991,protein_coding
ENSMUSG00000023994,protein_coding
ENSMUSG00000023995,protein_coding
ENSMUSG00000024002,protein_coding
ENSMUSG00000024006,protein_coding
ENSMUSG00000024007,protein_coding
ENSMUSG00000024008,protein_coding
ENSMUSG00000024012,protein_coding
ENSMUSG00000024013,protein_coding
ENSMUSG00000024014,protein_coding
ENSMUSG00000024018,protein_coding
ENSMUSG00000024019,protein_coding
ENSMUSG00000024026,protein_coding
ENSMUSG00000024027,protein_coding
ENSMUSG00000024030,protein_coding
ENSMUSG00000024033,protein_coding
ENSMUSG00000024036,protein_coding
ENSMUSG00000024037,protein_coding
ENSMUSG00000024038,protein_coding
ENSMUSG00000024039,protein_coding
ENSMUSG00000024042,protein_coding
ENSMUSG00000024043,protein_coding
ENSMUSG00000024044,protein_coding
ENSMUSG00000024045,protein_coding
ENSMUSG00000024048,protein_coding
ENSMUSG00000024050,protein_coding
ENSMUSG00000024052,protein_coding
ENSMUSG00000024053,protein_coding
ENSMUSG00000024054,protein_coding
ENSMUSG00000024055,protein_coding
ENSMUSG00000024056,protein_coding
ENSMUSG00000024059,protein_coding
ENSMUSG00000024063,protein_coding
ENSMUSG00000024065,protein_coding
ENSMUSG00000024067,protein_coding
ENSMUSG00000024068,protein_coding
ENSMUSG00000024069,protein_coding
ENSMUSG00000024070,protein_coding
ENSMUSG00000024072,protein_coding
ENSMUSG00000024073,protein_coding
ENSMUSG00000024074,protein_coding
ENSMUSG00000024077,protein_coding
ENSMUSG00000024078,protein_coding
ENSMUSG00000024079,protein_coding
ENSMUSG00000024081,protein_coding
ENSMUSG00000024082,protein_coding
ENSMUSG00000024083,protein_coding
ENSMUSG00000024084,protein_coding
ENSMUSG00000024085,protein_coding
ENSMUSG00000024091,protein_coding
ENSMUSG00000024095,protein_coding
ENSMUSG00000024096,protein_coding
ENSMUSG00000024097,protein_coding
ENSMUSG00000024098,protein_coding
ENSMUSG00000024099,protein_coding
ENSMUSG00000024101,protein_coding
ENSMUSG00000024104,protein_coding
ENSMUSG00000024112,protein_coding
ENSMUSG00000024114,protein_coding
ENSMUSG00000024118,protein_coding
ENSMUSG00000024120,protein_coding
ENSMUSG00000024121,protein_coding
ENSMUSG00000024122,protein_coding
ENSMUSG00000024127,protein_coding
ENSMUSG00000024130,protein_coding
ENSMUSG00000024132,protein_coding
ENSMUSG00000024135,protein_coding
ENSMUSG00000024137,protein_coding
ENSMUSG00000024140,protein_coding
ENSMUSG00000024142,protein_coding
ENSMUSG00000024143,protein_coding
ENSMUSG00000024145,protein_coding
ENSMUSG00000024146,protein_coding
ENSMUSG00000024150,protein_coding
ENSMUSG00000024151,protein_coding
ENSMUSG00000024158,protein_coding
ENSMUSG00000024160,protein_coding
ENSMUSG00000024163,protein_coding
ENSMUSG00000024165,protein_coding
ENSMUSG00000024169,protein_coding
ENSMUSG00000024170,protein_coding
ENSMUSG00000024174,protein_coding
ENSMUSG00000024177,protein_coding
ENSMUSG00000024180,protein_coding
ENSMUSG00000024181,protein_coding
ENSMUSG00000024182,protein_coding
ENSMUSG00000024186,protein_coding
ENSMUSG00000024187,protein_coding
ENSMUSG00000024188,protein_coding
ENSMUSG00000024190,protein_coding
ENSMUSG00000024191,protein_coding
ENSMUSG00000024193,protein_coding
ENSMUSG00000024194,protein_coding
ENSMUSG00000024197,protein_coding
ENSMUSG00000024201,protein_coding
ENSMUSG00000024206,protein_coding
ENSMUSG00000024207,protein_coding
ENSMUSG00000024208,protein_coding
ENSMUSG00000024209,protein_coding
ENSMUSG00000024212,protein_coding
ENSMUSG00000024213,protein_coding
ENSMUSG00000024217,protein_coding
ENSMUSG00000024218,protein_coding
ENSMUSG00000024219,protein_coding
ENSMUSG00000024220,protein_coding
ENSMUSG00000024222,protein_coding
ENSMUSG00000024228,protein_coding
ENSMUSG00000024231,protein_coding
ENSMUSG00000024232,protein_coding
ENSMUSG00000024234,protein_coding
ENSMUSG00000024235,protein_coding
ENSMUSG00000024236,protein_coding
ENSMUSG00000024238,protein_coding
ENSMUSG00000024240,protein_coding
ENSMUSG00000024241,protein_coding
ENSMUSG00000024242,protein_coding
ENSMUSG00000024246,protein_coding
ENSMUSG00000024247,protein_coding
ENSMUSG00000024248,protein_coding
ENSMUSG00000024251,protein_coding
ENSMUSG00000024253,protein_coding
ENSMUSG00000024258,protein_coding
ENSMUSG00000024259,protein_coding
ENSMUSG00000024260,protein_coding
ENSMUSG00000024266,protein_coding
ENSMUSG00000024268,protein_coding
ENSMUSG00000024269,protein_coding
ENSMUSG00000024270,protein_coding
ENSMUSG00000024271,protein_coding
ENSMUSG00000024273,protein_coding
ENSMUSG00000024276,protein_coding
ENSMUSG00000024277,protein_coding
ENSMUSG00000024283,protein_coding
ENSMUSG00000024286,protein_coding
ENSMUSG00000024287,protein_coding
ENSMUSG00000024290,protein_coding
ENSMUSG00000024293,protein_coding
ENSMUSG00000024294,protein_coding
ENSMUSG00000024298,protein_coding
ENSMUSG00000024299,protein_coding
ENSMUSG00000024301,protein_coding
ENSMUSG00000024302,protein_coding
ENSMUSG00000024304,protein_coding
ENSMUSG00000024308,protein_coding
ENSMUSG00000024309,protein_coding
ENSMUSG00000024312,protein_coding
ENSMUSG00000024317,protein_coding
ENSMUSG00000024319,protein_coding
ENSMUSG00000024325,protein_coding
ENSMUSG00000024327,protein_coding
ENSMUSG00000024331,protein_coding
ENSMUSG00000024335,protein_coding
ENSMUSG00000024339,protein_coding
ENSMUSG00000024346,protein_coding
ENSMUSG00000024347,protein_coding
ENSMUSG00000024349,protein_coding
ENSMUSG00000024350,protein_coding
ENSMUSG00000024352,protein_coding
ENSMUSG00000024353,protein_coding
ENSMUSG00000024354,protein_coding
ENSMUSG00000024357,protein_coding
ENSMUSG00000024359,protein_coding
ENSMUSG00000024360,protein_coding
ENSMUSG00000024369,protein_coding
ENSMUSG00000024370,protein_coding
ENSMUSG00000024371,protein_coding
ENSMUSG00000024376,protein_coding
ENSMUSG00000024378,protein_coding
ENSMUSG00000024381,protein_coding
ENSMUSG00000024382,protein_coding
ENSMUSG00000024383,protein_coding
ENSMUSG00000024384,protein_coding
ENSMUSG00000024386,protein_coding
ENSMUSG00000024387,protein_coding
ENSMUSG00000024391,protein_coding
ENSMUSG00000024392,protein_coding
ENSMUSG00000024393,protein_coding
ENSMUSG00000024399,protein_coding
ENSMUSG00000024400,protein_coding
ENSMUSG00000024404,protein_coding
ENSMUSG00000024406,protein_coding
ENSMUSG00000024409,protein_coding
ENSMUSG00000024410,protein_coding
ENSMUSG00000024413,protein_coding
ENSMUSG00000024414,protein_coding
ENSMUSG00000024421,protein_coding
ENSMUSG00000024422,protein_coding
ENSMUSG00000024423,protein_coding
ENSMUSG00000024424,protein_coding
ENSMUSG00000024425,protein_coding
ENSMUSG00000024426,protein_coding
ENSMUSG00000024427,protein_coding
ENSMUSG00000024429,protein_coding
ENSMUSG00000024431,protein_coding
ENSMUSG00000024436,protein_coding
ENSMUSG00000024437,transcribed_processed_pseudogene
ENSMUSG00000024442,protein_coding
ENSMUSG00000024446,protein_coding
ENSMUSG00000024451,protein_coding
ENSMUSG00000024454,protein_coding
ENSMUSG00000024456,protein_coding
ENSMUSG00000024457,protein_coding
ENSMUSG00000024459,protein_coding
ENSMUSG00000024462,protein_coding
ENSMUSG00000024472,protein_coding
ENSMUSG00000024474,protein_coding
ENSMUSG00000024477,protein_coding
ENSMUSG00000024479,protein_coding
ENSMUSG00000024480,protein_coding
ENSMUSG00000024483,protein_coding
ENSMUSG00000024486,protein_coding
ENSMUSG00000024487,protein_coding
ENSMUSG00000024491,protein_coding
ENSMUSG00000024493,protein_coding
ENSMUSG00000024498,protein_coding
ENSMUSG00000024501,protein_coding
ENSMUSG00000024505,protein_coding
ENSMUSG00000024507,protein_coding
ENSMUSG00000024513,protein_coding
ENSMUSG00000024515,protein_coding
ENSMUSG00000024516,protein_coding
ENSMUSG00000024521,protein_coding
ENSMUSG00000024524,protein_coding
ENSMUSG00000024525,protein_coding
ENSMUSG00000024526,protein_coding
ENSMUSG00000024527,protein_coding
ENSMUSG00000024528,protein_coding
ENSMUSG00000024530,protein_coding
ENSMUSG00000024533,protein_coding
ENSMUSG00000024535,protein_coding
ENSMUSG00000024537,protein_coding
ENSMUSG00000024538,protein_coding
ENSMUSG00000024539,protein_coding
ENSMUSG00000024542,protein_coding
ENSMUSG00000024556,protein_coding
ENSMUSG00000024558,protein_coding
ENSMUSG00000024560,protein_coding
ENSMUSG00000024561,protein_coding
ENSMUSG00000024563,protein_coding
ENSMUSG00000024565,protein_coding
ENSMUSG00000024566,protein_coding
ENSMUSG00000024570,protein_coding
ENSMUSG00000024571,protein_coding
ENSMUSG00000024576,protein_coding
ENSMUSG00000024578,protein_coding
ENSMUSG00000024579,protein_coding
ENSMUSG00000024580,protein_coding
ENSMUSG00000024581,protein_coding
ENSMUSG00000024583,protein_coding
ENSMUSG00000024587,protein_coding
ENSMUSG00000024588,protein_coding
ENSMUSG00000024589,protein_coding
ENSMUSG00000024590,protein_coding
ENSMUSG00000024592,protein_coding
ENSMUSG00000024594,protein_coding
ENSMUSG00000024597,protein_coding
ENSMUSG00000024601,protein_coding
ENSMUSG00000024603,protein_coding
ENSMUSG00000024604,protein_coding
ENSMUSG00000024608,protein_coding
ENSMUSG00000024610,protein_coding
ENSMUSG00000024613,protein_coding
ENSMUSG00000024614,protein_coding
ENSMUSG00000024617,protein_coding
ENSMUSG00000024619,protein_coding
ENSMUSG00000024620,protein_coding
ENSMUSG00000024622,protein_coding
ENSMUSG00000024639,protein_coding
ENSMUSG00000024640,protein_coding
ENSMUSG00000024642,protein_coding
ENSMUSG00000024644,protein_coding
ENSMUSG00000024645,protein_coding
ENSMUSG00000024646,protein_coding
ENSMUSG00000024654,protein_coding
ENSMUSG00000024659,protein_coding
ENSMUSG00000024660,protein_coding
ENSMUSG00000024661,protein_coding
ENSMUSG00000024663,protein_coding
ENSMUSG00000024665,protein_coding
ENSMUSG00000024666,protein_coding
ENSMUSG00000024667,protein_coding
ENSMUSG00000024668,protein_coding
ENSMUSG00000024670,protein_coding
ENSMUSG00000024683,protein_coding
ENSMUSG00000024687,protein_coding
ENSMUSG00000024691,protein_coding
ENSMUSG00000024695,protein_coding
ENSMUSG00000024712,protein_coding
ENSMUSG00000024725,protein_coding
ENSMUSG00000024726,protein_coding
ENSMUSG00000024732,protein_coding
ENSMUSG00000024735,protein_coding
ENSMUSG00000024736,protein_coding
ENSMUSG00000024740,protein_coding
ENSMUSG00000024742,protein_coding
ENSMUSG00000024743,protein_coding
ENSMUSG00000024750,protein_coding
ENSMUSG00000024754,protein_coding
ENSMUSG00000024758,protein_coding
ENSMUSG00000024759,protein_coding
ENSMUSG00000024764,protein_coding
ENSMUSG00000024766,protein_coding
ENSMUSG00000024767,protein_coding
ENSMUSG00000024769,protein_coding
ENSMUSG00000024772,protein_coding
ENSMUSG00000024773,protein_coding
ENSMUSG00000024776,protein_coding
ENSMUSG00000024777,protein_coding
ENSMUSG00000024780,protein_coding
ENSMUSG00000024781,protein_coding
ENSMUSG00000024782,protein_coding
ENSMUSG00000024784,protein_coding
ENSMUSG00000024785,protein_coding
ENSMUSG00000024786,protein_coding
ENSMUSG00000024787,protein_coding
ENSMUSG00000024789,protein_coding
ENSMUSG00000024790,protein_coding
ENSMUSG00000024791,protein_coding
ENSMUSG00000024792,protein_coding
ENSMUSG00000024793,protein_coding
ENSMUSG00000024795,protein_coding
ENSMUSG00000024797,protein_coding
ENSMUSG00000024799,protein_coding
ENSMUSG00000024800,protein_coding
ENSMUSG00000024805,protein_coding
ENSMUSG00000024806,protein_coding
ENSMUSG00000024807,protein_coding
ENSMUSG00000024811,protein_coding
ENSMUSG00000024812,protein_coding
ENSMUSG00000024816,protein_coding
ENSMUSG00000024817,protein_coding
ENSMUSG00000024818,protein_coding
ENSMUSG00000024824,protein_coding
ENSMUSG00000024826,protein_coding
ENSMUSG00000024827,protein_coding
ENSMUSG00000024829,protein_coding
ENSMUSG00000024830,protein_coding
ENSMUSG00000024831,protein_coding
ENSMUSG00000024833,protein_coding
ENSMUSG00000024835,protein_coding
ENSMUSG00000024837,protein_coding
ENSMUSG00000024841,protein_coding
ENSMUSG00000024843,protein_coding
ENSMUSG00000024844,protein_coding
ENSMUSG00000024845,processed_transcript
ENSMUSG00000024847,protein_coding
ENSMUSG00000024851,protein_coding
ENSMUSG00000024853,protein_coding
ENSMUSG00000024854,protein_coding
ENSMUSG00000024855,protein_coding
ENSMUSG00000024856,protein_coding
ENSMUSG00000024858,protein_coding
ENSMUSG00000024862,protein_coding
ENSMUSG00000024866,protein_coding
ENSMUSG00000024867,protein_coding
ENSMUSG00000024869,protein_coding
ENSMUSG00000024870,protein_coding
ENSMUSG00000024871,protein_coding
ENSMUSG00000024873,protein_coding
ENSMUSG00000024875,protein_coding
ENSMUSG00000024878,protein_coding
ENSMUSG00000024883,protein_coding
ENSMUSG00000024885,protein_coding
ENSMUSG00000024889,protein_coding
ENSMUSG00000024891,protein_coding
ENSMUSG00000024892,protein_coding
ENSMUSG00000024896,protein_coding
ENSMUSG00000024900,protein_coding
ENSMUSG00000024901,protein_coding
ENSMUSG00000024902,protein_coding
ENSMUSG00000024905,protein_coding
ENSMUSG00000024906,protein_coding
ENSMUSG00000024908,protein_coding
ENSMUSG00000024909,protein_coding
ENSMUSG00000024910,protein_coding
ENSMUSG00000024911,protein_coding
ENSMUSG00000024913,protein_coding
ENSMUSG00000024914,protein_coding
ENSMUSG00000024921,protein_coding
ENSMUSG00000024924,protein_coding
ENSMUSG00000024925,protein_coding
ENSMUSG00000024926,protein_coding
ENSMUSG00000024927,protein_coding
ENSMUSG00000024935,protein_coding
ENSMUSG00000024937,protein_coding
ENSMUSG00000024939,protein_coding
ENSMUSG00000024940,protein_coding
ENSMUSG00000024941,protein_coding
ENSMUSG00000024942,protein_coding
ENSMUSG00000024943,protein_coding
ENSMUSG00000024944,protein_coding
ENSMUSG00000024947,protein_coding
ENSMUSG00000024948,protein_coding
ENSMUSG00000024949,protein_coding
ENSMUSG00000024952,protein_coding
ENSMUSG00000024953,protein_coding
ENSMUSG00000024955,protein_coding
ENSMUSG00000024958,protein_coding
ENSMUSG00000024959,protein_coding
ENSMUSG00000024960,protein_coding
ENSMUSG00000024962,protein_coding
ENSMUSG00000024963,protein_coding
ENSMUSG00000024965,protein_coding
ENSMUSG00000024966,protein_coding
ENSMUSG00000024968,protein_coding
ENSMUSG00000024969,protein_coding
ENSMUSG00000024970,protein_coding
ENSMUSG00000024974,protein_coding
ENSMUSG00000024975,protein_coding
ENSMUSG00000024976,protein_coding
ENSMUSG00000024978,protein_coding
ENSMUSG00000024981,protein_coding
ENSMUSG00000024982,protein_coding
ENSMUSG00000024983,protein_coding
ENSMUSG00000024985,protein_coding
ENSMUSG00000024986,protein_coding
ENSMUSG00000024987,protein_coding
ENSMUSG00000024989,protein_coding
ENSMUSG00000024990,protein_coding
ENSMUSG00000024991,protein_coding
ENSMUSG00000024993,protein_coding
